rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
5,AfnanBhai,2019-09-26 15:21:59,Best,False,Bestest best online food ordering app.,foodpanda-food-delivery,758103884,
1,UZYstore,2019-10-03 14:17:41,Beware of using ur cards on the app,False,"They steal money. Once u paid, they won’t refund in even if they or restaurant cancel the order",foodpanda-food-delivery,758103884,"{'id': 11325877, 'body': '""Hey uzy, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T10:02:08Z'}"
4,mahedi512,2021-07-08 20:59:27,Pandamart,False,Impressed with the service at 3 am,foodpanda-food-delivery,758103884,
1,pandaiiiiii,2018-11-01 03:55:17,Terrible,False,This app is terrible. I have ordered several times and they always got cancelled. Don’t bother downloading this app.,foodpanda-food-delivery,758103884,"{'id': 11340527, 'body': 'Hey pandaiiiiii, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T06:47:42Z'}"
1,YMuhammad,2018-07-22 11:57:50,Too slow,False,Waited 2.5 hours for last order. After 2 hours ordered KFC and it arrived faster than FoodPanda.,foodpanda-food-delivery,758103884,"{'id': 11341638, 'body': 'Hey YMuhammad, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T08:28:31Z'}"
1,najnin farhana nijhum,2021-08-29 05:19:03,Finding restaurant,False,"I can’t find my searchable name of my favorite restaurant. Please recheck you searching system.
Thank you",foodpanda-food-delivery,758103884,
2,robin- bd,2021-06-19 08:23:55,Need improvement,False,Your apps need lots of improvements. Pl see Daraz apps & improve,foodpanda-food-delivery,758103884,
5,Ta'mid,2020-10-05 12:58:58,The Best,False,Food Panda is the Best app I have ever used.,foodpanda-food-delivery,758103884,
1,obFvhi,2021-04-03 12:19:10,Very bad policy and they cheat people,False,"cheaters , they said to give a birthday gift but using that notification I entered there app and guess what they were joking",foodpanda-food-delivery,758103884,
2,e.M.N.i.u,2020-12-19 09:24:27,Late delivery always,False,"Always late. Always. It’s not even the restaurant, it’s on the drivers.",foodpanda-food-delivery,758103884,
4,Tayieba,2020-12-04 12:45:03,Review,False,Foodpanda never disappointed!💖,foodpanda-food-delivery,758103884,
2,Emon Hossain 123,2020-11-29 09:46:40,FoodPanda,False,I face problems to order. Kindly do something about it. Thanks in advance.,foodpanda-food-delivery,758103884,
5,আবিদ,2020-07-19 09:56:59,Food Panda,False,Great company and best service.,foodpanda-food-delivery,758103884,
4,Samaddi Sam,2020-09-15 06:32:27,Tea land,False,I love the drinks but please let us choose the sizes,foodpanda-food-delivery,758103884,
5,ur vvvvvip,2020-05-30 05:05:12,From ur vip Simply love an cha,False,Very good but no picture ;((( sho sed,foodpanda-food-delivery,758103884,
5,youth_y,2019-10-10 12:43:58,easy food,False,nice app using since 2017 very little app complaint,foodpanda-food-delivery,758103884,
2,smmfgdh,2019-11-18 05:59:50,Discounts don’t apply properly,False,It shows discount,foodpanda-food-delivery,758103884,
5,Hridoy Hridz,2019-07-02 14:35:39,I’m loving this,False,Full of officers and free delivery on time.,foodpanda-food-delivery,758103884,
5,Khaled Al-Homoud,2017-09-07 07:50:41,Great App,False,Need to be More Collection of Restaurants,foodpanda-food-delivery,758103884,
1,A. Shami,2017-12-17 11:02:48,Messed up my order,False,They completely sabotaged my order to a point where it was too gross to eat it,foodpanda-food-delivery,758103884,"{'id': 11437052, 'body': 'Hey Shami, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T05:31:18Z'}"
3,Kill$witch,2017-12-11 11:14:41,Time is Valuable,False,Try to improve delivery service.,foodpanda-food-delivery,758103884,
5,Alraad ☺️,2021-02-15 05:58:24,Excellent,False,Fast delivery and good discounts,foodpanda-food-delivery,758103884,
1,baldguy96,2021-10-02 09:41:41,They won’t take perfectly good American credit cards.,False,Won’t take Chase Visa card.,foodpanda-food-delivery,758103884,
1,MD Sazid Hasan Dip,2021-09-20 07:59:23,I cant give feedback the food I recieve,False,often the food quality is bad yet i cant give a review,foodpanda-food-delivery,758103884,
1,maxx0789,2021-08-12 02:23:51,Worst app ever,False,No costumer support at all. How they are operating it we can see with lot of reviews from all over internet,foodpanda-food-delivery,758103884,
1,Marvin 1945,2021-07-02 02:00:27,Outdated ads,False,"Besides the outrageous delivery fees, they post outdated ads to lure in customers that do not check total summary or final cost of your order.",foodpanda-food-delivery,758103884,
5,wai zon,2020-10-06 10:00:08,Best,False,"best service 
Be success forever 🙏",foodpanda-food-delivery,758103884,
5,Wutt Yee Ko,2020-05-22 13:49:37,Nice,False,Very Prompt Service,foodpanda-food-delivery,758103884,
1,Bashar_Bangladesh,2020-07-25 12:06:34,Worst Service & App!,False,Extremely disappointed by their service. Worst experience.,foodpanda-food-delivery,758103884,
2,yeasinwahidutsho,2020-07-13 09:15:05,Voucher,False,Your FOOD30 didn’t work you should focus on it why it’s doesn’t work,foodpanda-food-delivery,758103884,
5,anguromarvin,2020-05-21 10:57:19,My Pleasure paradise food delivery app,False,Thanks,foodpanda-food-delivery,758103884,
5,Lmeshu,2019-10-13 11:10:37,A great side,False,It’s best for everyone,foodpanda-food-delivery,758103884,
5,DomoRoboto,2017-09-28 06:16:44,Food Panda,False,It gets the job done!,foodpanda-food-delivery,758103884,
5,Abdul ghazi,2021-08-10 17:48:47,Very happy with my mother and stepfather daughter mother mother Hjiiiow,False,Daughter mother,foodpanda-food-delivery,758103884,
1,Mav3rick84,2021-10-29 04:07:57,Advertisements are terrible,False,"Your app needs to stop sending me unsolicited adds, now. 

1. Add a feature to disable advertisement push notifications

2. Add a feature to disable in-app advertisements

I can’t wait to find a better alternative. Ya better hurry.",foodpanda-food-delivery,758103884,
1,Kaka286,2020-10-26 12:01:40,Good Customer Care and Service,False,This is just so good and we are looking forward to getting many promotions ❤️ Love you Food panda❤️,foodpanda-food-delivery,758103884,
1,modakiller,2020-09-22 20:35:18,M,False,This app is trash the restaurant keep canceling my orders don’t recommend it to anyone it will just leve you hanging I give it a -10 it’s garbage,foodpanda-food-delivery,758103884,
1,BooNjongkiat,2020-08-04 11:43:51,Worst delivery app,False,One item missed but I was still charged full amount,foodpanda-food-delivery,758103884,
1,hdhjdndndb,2020-07-25 10:10:18,The worst program ever,False,"So many people don’t use this app
You can’t get your money or food",foodpanda-food-delivery,758103884,
1,dfghjklmnbo,2020-07-11 08:54:29,Unknow Error,False,99% of the time app shows “unknown error occurred please try again”  need to fix this crap.,foodpanda-food-delivery,758103884,
1,jahid hussain,2020-01-17 13:50:04,Food are not fresh,False,I ordered chicken fry that Was not crispy and was cold make sure that the stuffs check properly the food before receiving thanks,foodpanda-food-delivery,758103884,
1,fortran01,2017-11-14 05:25:24,Very bad service,False,"Very bad service ! Do not use! They make you wait and cancel the order!

This will not happen only once! Believe me...",foodpanda-food-delivery,758103884,"{'id': 11343371, 'body': 'Hey fortran01, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T11:16:35Z'}"
5,Sean0147,2021-04-20 12:52:24,Great app,False,Good app and reliable,foodpanda-food-delivery,758103884,
5,Peter Zeus,2020-10-09 05:01:17,Deselection,False,How to deselect menu in iPhone ???,foodpanda-food-delivery,758103884,
1,cant pay with cash,2020-12-20 07:11:41,Can’t Pay With Cash,False,Can’t pay with cash refused cash payment . Very unprofessional and non business minded.,foodpanda-food-delivery,758103884,
2,eodoelamndbdjdjeosoxnd,2020-07-29 07:44:44,Terrible food delivery app,False,"Literally the worst, the timings are never right. Always late.",foodpanda-food-delivery,758103884,
1,Abuasif,2020-09-18 12:10:18,Wrong address,False,Still my address can not be corrected they make me freak out,foodpanda-food-delivery,758103884,
5,Bin amin,2020-08-08 15:54:02,optimism,False,plz optimized it need some update n fix some bugs plz,foodpanda-food-delivery,758103884,
1,aminah zoya,2020-07-19 09:12:01,Review,False,Last few days can’t place order I don’t know why,foodpanda-food-delivery,758103884,
1,ibraheem qadim,2020-06-21 20:34:17,Complain,False,I ordered a Pepsi with my meal but I did not receive it. the delivery boy told me that there was no Pepsi in the your meal but it was I told him but he does not agree with me,foodpanda-food-delivery,758103884,
1,Salzala,2019-03-20 19:10:35,Worst App ever,False,Order gets extremely late. There are no discounts at all. No live tracking.,foodpanda-food-delivery,758103884,"{'id': 11328575, 'body': '""Hey Salzala, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T12:04:26Z'}"
1,swap900,2018-09-22 04:23:37,iOS version not available,False,iOS version not available 😂😂🤣🤣 what a progress 👏🏻👏🏻,foodpanda-food-delivery,758103884,"{'id': 11342253, 'body': 'Hey swap900, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response', 'modified': '2019-10-19T09:30:40Z'}"
